singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
4voBXRCS9P,18.14371637742559,5.0,0.0,0.0,0.0,5,S4rFHDk4By,Bulgarian Split Squat,9uQ4lgkwoU,2019-02-03,fake_id_290
kBLzfBwOUs,18.14371637742559,10.0,0.0,0.0,0.0,2,EbpyMYEbSH,Cable Tricep Pushdown,Vw8GJjdByx,2019-07-25,fake_id_284
UX6hAvBHkL,15.0,12.0,0.0,0.0,0.0,3,MQCBCVFWQF,Machine Hip Abductor,aETxSHEpVr,2017-12-23,fake_id_291
kFYuICsj8v,0.0,0.0,1480.5964800000004,540.0,0.0,1,zj9GNJqj4k,Running - Treadmill,TVESxi9JyY,2019-04-14,fake_id_299
sgtilgJ0HY,0.0,0.0,0.0,45.0,0.0,1,rDdZTwGZAL,Jog In Place,BBXYQK1t1N,2019-06-07,fake_id_296
Uch9Dxpu5O,0.0,12.0,0.0,0.0,0.0,1,KBSeT4XBBi,Plank Surrender,BBXYQK1t1N,2019-06-07,fake_id_296
a5VTRcHA1W,7.937875915123695,10.0,0.0,0.0,0.0,1,SmK6bDgth7,Overhead Weighted Sit Up,OhZmcY6VDB,2019-05-06,fake_id_295
60GzDKnGsJ,0.0,15.0,0.0,0.0,0.0,2,nGRhhkIcU1,Hanging Leg Raise,Wjk6zAYfOz,2019-07-01,fake_id_283
Ri4AnIRVxU,0.0,10.0,0.0,0.0,0.0,5,7ZCll6PKHQ,Dip,H5Ue7P4zci,2017-11-13,fake_id_280
VtqXrvCx67,45.0,24.0,0.0,0.0,0.0,1,bOMGOs8WOM,Dumbbell Step Up,H5Ue7P4zci,2017-11-13,fake_id_280
xpB5Ov1DqS,6.8038936415345965,12.0,0.0,0.0,0.0,2,LHTTLKkEEy,Dumbbell Bent Over Row,66ENY6s7o8,2019-04-17,fake_id_288
EI1Ytbtudp,0.0,0.0,6324.721920000001,2160.0,0.0,1,PUm6ovP3rj,Elliptical,Sv9ZEvFNg3,2019-08-13,fake_id_294
scNqnqaiV4,0.0,10.0,0.0,0.0,0.0,2,gru3RIHFtR,Stability Ball Hyperextension,cB0JbFLbil,2019-08-12,fake_id_299
qWFrFTy5ZA,12.0,12.0,0.0,0.0,0.0,3,zAt8jFGOsJ,Kettlebell Overhead Press,WbdNhUSzFV,2018-02-14,fake_id_291
HRAA0WnYzX,0.0,6.0,0.0,0.0,0.0,3,K99QdyOJN8,Chin Up,xy56xQ2Dja,2018-11-12,fake_id_300
EAnoJK6W4M,10.0,8.0,0.0,0.0,0.0,1,mFAAgtrpge,Zottman Curl,qpgG50yjpt,2019-02-28,fake_id_293
MoAD71mgLs,75.0,8.0,0.0,0.0,0.0,1,KoAvpkEuup,Barbell Decline Bench Press,qpgG50yjpt,2019-02-28,fake_id_293
AGPcRM94xy,68.0,10.0,0.0,0.0,0.0,3,TRfCx1ZxWG,Machine Tricep Dip,rrQQIbysoG,2019-05-17,fake_id_293
tbOje21G2v,0.0,15.0,0.0,0.0,0.0,3,4A1ibhDwOb,Leg Pull-In,OmtmidVRDm,2017-12-05,fake_id_285
6fcTjKvsJe,45.35929094356398,15.0,0.0,0.0,0.0,3,loUfIBm8rq,Cable Tricep Pushdown,N6tOnp7c3e,2018-07-03,fake_id_283
tcTApDI43P,35.0,10.0,0.0,0.0,0.0,2,nKZExTkFNv,Smith Machine Stiff-Legged Deadlift,62M5T7CyCV,2018-01-19,fake_id_291
euMHCcY844,31.75150366049478,5.0,0.0,0.0,0.0,5,l6pjdLJTN4,Assisted Chin Up,SOMHlH1kty,2019-05-31,fake_id_284
kcMy32eaoG,10.0,10.0,0.0,0.0,0.0,1,GxrYAHcvDD,Dumbbell Shrug,ys190lG6Cs,2017-12-17,fake_id_291
9tomxTrauS,30.0,10.0,0.0,0.0,0.0,2,32twV8t4I1,Cable Wood Chop,HQk09vmOEA,2017-11-15,fake_id_280
HcKJ62yPFu,0.0,8.0,0.0,0.0,0.0,4,BIzM71oBvh,Reverse Crunch,nvGSPTnChA,2018-06-22,fake_id_285
W8NtCP5BfE,31.75150366049478,5.0,0.0,0.0,0.0,1,Ft4TfW3tPO,Assisted Chin Up,GyH8n77EdF,2019-05-31,fake_id_284
GUFfjRxsXW,52.16318458509857,12.0,0.0,0.0,0.0,1,phFLMtSaJg,Seated Machine Calf Press,y2P5SfqqWA,2019-04-16,fake_id_283
kBaXWqKWfq,6.8038936415345965,15.0,0.0,0.0,0.0,2,VEctFsyzjC,Rear Delt Raise,sRjqap6Fu5,2019-01-24,fake_id_283
4eiif0pRxb,0.0,25.0,0.0,0.0,0.0,1,tD6pdKdSCN,Oblique Crunch,hsasnnaedC,2019-05-23,fake_id_286
gRla0KTxnX,10.0,12.0,0.0,0.0,0.0,2,jQJFmvg3yl,Dumbbell Side Bend,xL9ryh8Ft3,2018-01-03,fake_id_291
v7Tn6N73Eq,11.339822735890994,12.0,0.0,0.0,0.0,1,aQY6RTFuVg,Biceps Curl To Shoulder Press,Oa6yVXHSLU,2019-05-29,fake_id_296
Bq7ClZ8Xjj,12.0,12.0,0.0,0.0,0.0,3,HiETVR64Cf,Alternating Single Arm Kettlebell Swing,FpSt1S4TkZ,2019-05-21,fake_id_291
DAqWT6KQeI,0.0,14.0,0.0,0.0,0.0,2,C8Llz3uR4E,Hanging Knee Raise,phFZIAVaBc,2018-02-20,fake_id_285
KcyrmyvJdK,35.0,10.0,0.0,0.0,0.0,2,rfGUry5F51,Assisted Pull Up,M6YtBOTKP3,2019-07-21,fake_id_291
cB8eFkph1q,40.82336184920758,15.0,0.0,0.0,0.0,1,fL5Nig7aRu,T-Bar Row,wBe9TGzQZD,2019-01-29,fake_id_283
IFRzPWwaAq,17.5,12.0,0.0,0.0,0.0,4,Qi09YzYOh8,Tricep Overhead Extension with Rope,rMYVoRSYh9,2017-12-28,fake_id_291
km1LFHmp2n,113.0,5.0,0.0,0.0,0.0,3,IASmMXlu0h,Machine Leg Press,kbvgGTv6jj,2019-05-28,fake_id_293
Zg3awekZqy,27.215574566138386,12.0,0.0,0.0,0.0,2,3ExGiw0xA8,Dumbbell Decline Bench Press,eL29qe9M2C,2018-08-14,fake_id_283
FT1T9FZxAE,8.0,12.0,0.0,0.0,0.0,3,xtTB5Ja33O,Concentration Curl,5i1d96Bejz,2018-01-05,fake_id_291
WyM9fAfDYE,12.0,15.0,0.0,0.0,0.0,1,dcdjjVWjyC,Dumbbell Pullover,rZsJlSHIAt,2018-12-09,fake_id_291
N9V9DOhIHf,25.0,12.0,0.0,0.0,0.0,2,hfx26WYRhG,Landmine Row,rzhAMZ939M,2018-12-22,fake_id_291
6YyhCFaH2v,0.0,25.0,0.0,0.0,0.0,3,zc7FWupMa1,Bosu Ball Crunch,W6Kp3QkeMf,2019-03-11,fake_id_283
HJh6DVCyxM,0.0,15.0,0.0,0.0,0.0,1,oPU0Ix2pWa,Cross Body Mountain Climber,DHDHpcXKEc,2019-03-14,fake_id_295
ZCJlke8y4E,0.0,0.0,3542.9085335351183,1440.7913138866425,0.0,1,F1GG5qN5ID,Running,4M0H79HAJ0,2018-09-21,fake_id_288
YxPNrT3ddN,5.669911367945497,10.0,0.0,0.0,0.0,4,LCNRoCWRah,Dumbbell Skullcrusher,Phehrc5qpj,2019-04-04,fake_id_284
8CaCFYTxmL,10.205840462301897,12.0,0.0,0.0,0.0,3,xNkPjNE050,Dumbbell Skullcrusher,gC3pLzLZp0,2019-08-15,fake_id_294
6B3EWgcjbe,10.0,10.0,0.0,0.0,0.0,3,NGhUY0r55G,Dumbbell Skullcrusher,hGudS3ovh4,2017-10-21,fake_id_281
9AneDklIdI,22.67964547178199,10.0,0.0,0.0,0.0,3,6z1u2MMUZJ,Upright Row,RXL78BTLXY,2019-07-15,fake_id_284
bKO5V8edCQ,25.0,12.0,0.0,0.0,0.0,2,pvCKbsh1uf,Upright Row,PlKVQaHLCB,2019-03-10,fake_id_287
vmsthJ37MP,40.82336184920758,10.0,0.0,0.0,0.0,1,0VqL4SnLUo,Seated Leg Curl,KQgqBAQOX7,2019-07-22,fake_id_286
741VbmVOHU,45.35929094356398,8.0,0.0,0.0,0.0,3,JPkoxBb05B,Seated Leg Curl,BfCgJjRF9W,2018-08-11,fake_id_298
7tIFaU6c7C,20.41168092460379,15.0,0.0,0.0,0.0,2,jgvHW0Lsa1,Seated Leg Curl,98bzuBl6RY,2018-06-10,fake_id_285
NnyvhP9H1C,63.50300732098956,6.0,0.0,0.0,0.0,1,Nqw1vBPC7f,Seated Leg Curl,1dEHeSiams,2019-04-22,fake_id_295
vLpHW6VGcu,15.0,15.0,0.0,0.0,0.0,1,2vvFN3X340,Seated Leg Curl,fo20pmxDif,2018-02-19,fake_id_291
5HTKYEbiF1,31.75150366049478,10.0,0.0,0.0,0.0,2,TbGFDXmvL3,Seated Leg Curl,In93m43ZN8,2019-03-14,fake_id_286
jBQYdmyuct,130.0,8.0,,,,2,vdbVpAV2Y7,Bench Dip,gxBr6Kbexq,2017-09-17,fake_id_281
7aVvjRo4l6,130.0,6.0,,,,4,7O8q9YvHuT,Bench Dip,a5rCMHPBoF,2017-08-05,fake_id_281
vYpqdvrDg8,127.0,10.0,,,,3,UJlzy8zV4A,Bench Dip,DLO9UpLES7,2017-07-11,fake_id_281
68uOFkU4KT,130.0,6.0,,,,1,XSBMOxvKMj,Bench Dip,Gf6bqhBBdv,2017-09-03,fake_id_281
UjpHmrouXd,130.0,6.0,,,,4,dPLlw3ZY2L,Bench Dip,9mYuCv9NIg,2017-08-03,fake_id_281
WFTHOLkCND,130.0,8.0,,,,1,KsvjIXurDi,Bench Dip,rzPZNvsJkm,2017-09-24,fake_id_281
BnZFEoArel,127.0,10.0,,,,4,UJlzy8zV4A,Bench Dip,DLO9UpLES7,2017-07-11,fake_id_281
LmHrgQYKtE,130.0,8.0,,,,3,11rou8aoAD,Bench Dip,lkNCBxO5fV,2017-09-10,fake_id_281
EB2vRu1lm9,0.0,8.0,0.0,0.0,0.0,1,H5Zn8MvHnf,Bench Dip,3A1M3sleSQ,2019-02-07,fake_id_286
Qaw16sObDJ,50.0,15.0,0.0,0.0,0.0,3,UIbkNEQzGZ,Lat Pulldown,b5wz4jDDMu,2019-06-23,fake_id_291
BL37t5AWTk,40.0,8.0,0.0,0.0,0.0,2,xuGHoYBsGu,Lat Pulldown,MPFV0KrFJl,2018-01-21,fake_id_291
gkYTlVpyNk,47.627255490742165,5.0,0.0,0.0,0.0,4,nPh3VBcDId,Lat Pulldown,ScKeB9wyn2,2019-05-17,fake_id_289
Dh74fI3BHF,60.0,10.0,0.0,0.0,0.0,1,skxmiEcjYo,Lat Pulldown,EV7rDtsZY8,2018-12-30,fake_id_291
EKFMyOQ8Z2,40.0,6.0,0.0,0.0,0.0,3,nerteG0EkS,Lat Pulldown,szuHkRXDEp,2018-01-29,fake_id_291
rXU0O0CFYK,31.75150366049478,10.0,0.0,0.0,0.0,5,FoIJzs3clS,Lat Pulldown,3A70rMTFYM,2019-04-09,fake_id_285
UEP9a3zP3h,24.94761001896019,8.0,0.0,0.0,0.0,3,9YFc0BdgxC,Lat Pulldown,TnlCl6MHKW,2018-09-18,fake_id_284
IERmziVNMe,6.0,12.0,0.0,0.0,0.0,2,0rx8RznVZY,Dumbbell Front Raise,PlKVQaHLCB,2019-03-10,fake_id_287
Bk4HZVVqse,2.2679645471781993,12.0,0.0,0.0,0.0,3,sOxXZCyus7,Dumbbell Front Raise,EOpXioJXvH,2019-01-28,fake_id_286
xbUKWawzsv,9.0,6.0,0.0,0.0,0.0,2,zkP1gZ6vYD,Dumbbell Front Raise,w8UjFy1vNG,2019-02-27,fake_id_291
rHdXd4dBhY,2.2679645471781993,15.0,0.0,0.0,0.0,3,nzz1k0NFIX,Dumbbell Front Raise,XGQMDfUl33,2019-04-08,fake_id_288
xaqD8Cu20N,2.2679645471781993,12.0,0.0,0.0,0.0,2,sOxXZCyus7,Dumbbell Front Raise,EOpXioJXvH,2019-01-28,fake_id_286
RtwN0B2FHS,6.8038936415345965,10.0,0.0,0.0,0.0,1,GQEWTyirYH,Dumbbell Front Raise,AP1Wovevn9,2019-04-18,fake_id_283
OAjUma8N2p,74.84283005688056,8.0,0.0,0.0,0.0,3,ZndJIUrXtV,Close-Grip Bench Press,XiKYd7k96x,2019-03-04,fake_id_295
v6wiBMGskS,80.0,20.0,0.0,0.0,0.0,1,eCnjch0XoS,Close-Grip Bench Press,jqRZYwBDFb,2017-11-05,fake_id_280
r1macyYFrX,0.0,12.0,,,,2,JY8wUxeud4,Russian Twist,HnfRYAkn1L,2017-10-07,fake_id_280
F8PjB0eIsP,4.535929094356399,15.0,0.0,0.0,0.0,1,XzsoaPqgNo,Russian Twist,Lc3RaFvYa7,2019-04-25,fake_id_295
zlpme8h4qx,4.535929094356399,15.0,0.0,0.0,0.0,1,EA0uMAjYYy,Russian Twist,l3DehP1ZJF,2019-02-18,fake_id_289
ACWhC8lAk7,4.535929094356399,21.0,0.0,0.0,0.0,1,8D71YcYMcW,Russian Twist,auwXfJfB7A,2019-04-18,fake_id_290
HXFla9xCDR,10.0,10.0,,,,3,gC8fJjIb4E,Dumbbell Row,WYIrwicBf6,2017-07-28,fake_id_281
W0ZWWFsUue,10.0,10.0,,,,5,7bMgD9plRN,Dumbbell Row,hDPj8WqfzR,2017-07-20,fake_id_281
AYHuvq34Qr,10.0,10.0,,,,2,xGHHDTbE66,Dumbbell Row,8N4ZKoItyb,2017-09-05,fake_id_281
4hBNFmDrdO,40.0,12.0,0.0,0.0,0.0,2,o95NhhvKr2,Dumbbell Row,EIEkPLi6hB,2017-12-14,fake_id_280
0YETB1COAS,11.339822735890994,12.0,0.0,0.0,0.0,2,vz2PD5bLNZ,Dumbbell Row,fjAXDkSbBg,2019-05-15,fake_id_286
jIAJjBjksH,13.607787283069193,4.0,0.0,0.0,0.0,1,0WWVPGm59Z,Dumbbell Row,ijksFpW8Al,2019-03-06,fake_id_285
wRpOr0IrgD,13.607787283069193,5.0,0.0,0.0,0.0,4,J9JvgGaWFD,Dumbbell Row,WKGaxFtelY,2019-03-11,fake_id_290
JW1zgCxpOZ,6.8038936415345965,10.0,0.0,0.0,0.0,3,ya3I7XkbkJ,Dumbbell Row,NDl4CFLpPN,2019-02-19,fake_id_286
5JQscIni8s,6.8038936415345965,12.0,0.0,0.0,0.0,2,06VV0lvCV6,Dumbbell Row,VE0RK3BAXU,2019-04-17,fake_id_286
N9i0SjNnoj,20.41168092460379,12.0,0.0,0.0,0.0,2,ituCi5qllU,Dumbbell Row,qEK3mWZ7b2,2019-06-28,fake_id_296
85iDzeNvkA,15.87575183024739,8.0,0.0,0.0,0.0,4,DGSjdzDDDb,Dumbbell Row,TnlCl6MHKW,2018-09-18,fake_id_284
kVSzzQIjyi,10.0,15.0,0.0,0.0,0.0,3,Ak9z4uxTER,Dumbbell Row,OmtmidVRDm,2017-12-05,fake_id_285
Fw4rgAYvem,6.8038936415345965,12.0,0.0,0.0,0.0,1,Iarh3h24CJ,Dumbbell Row,6vdPpOLVzV,2019-04-05,fake_id_286
zd7XlZV9ng,31.75150366049478,5.0,0.0,0.0,0.0,3,Q0UvBxSJzS,Dumbbell Row,DHDHpcXKEc,2019-03-14,fake_id_295
IhJphZFkMI,11.339822735890994,5.0,0.0,0.0,0.0,2,IzV0GYSIVf,Dumbbell Row,4rLVaX5G7O,2019-01-17,fake_id_290
66OBqiPCuu,31.75150366049478,12.0,0.0,0.0,0.0,1,OUTepelygh,Skullcrusher,fDfb9wKeyQ,2019-03-27,fake_id_295
nNbtwTeM7Q,15.87575183024739,10.0,0.0,0.0,0.0,3,QTI7fZJ5ge,Skullcrusher,EGB4ViHZ4V,2019-07-01,fake_id_285
oMWfoJdgMJ,13.607787283069193,8.0,0.0,0.0,0.0,1,KHxLhhnFFv,Skullcrusher,dcLClWfFIi,2018-07-23,fake_id_297
g59QKFCQBW,0.0,12.0,,,,2,KOnjqAPHjV,Back Extensions,9riklAu5t6,2017-07-03,fake_id_280
omDV6AE6cy,0.0,20.0,0.0,0.0,0.0,1,sle6GAPB1U,Back Extensions,U5gM95g4uK,2017-12-06,fake_id_291
oFaYqWM7at,11.339822735890994,6.0,0.0,0.0,0.0,2,hHI8z57sJC,Back Extensions,AgdB4HnRcl,2019-01-23,fake_id_289
fUg0uQWytj,0.0,15.0,0.0,0.0,0.0,1,8rmwS5CE5o,Back Extensions,OoW2FjtjWQ,2018-02-12,fake_id_291
WEAI66F2zj,0.0,10.0,0.0,0.0,0.0,1,bzELSmYJTz,Back Extensions,FZ0GG6HGNF,2018-06-21,fake_id_283
8bxoYWIlSs,16.10254828496521,12.0,0.0,0.0,0.0,3,qb4BktOb3x,Air Squats,CtW8PDCmwm,2019-03-19,fake_id_286
u11GfqVqeK,0.0,20.0,0.0,0.0,0.0,3,nGkEqCTJvy,Air Squats,xrJYeSJCbo,2019-02-20,fake_id_283
VXYMdpBEBX,115.0,5.0,,,,4,Ljuufo4kr6,Cable Rope Tricep Extension,KA9Dcy9uqB,2017-06-19,fake_id_280
1HABUgiBGY,40.82336184920758,12.0,0.0,0.0,0.0,4,fvD6VWp0HZ,Cable Rope Tricep Extension,oPCC1O2g9o,2018-11-29,fake_id_283
p9zGuvtF2H,15.87575183024739,8.0,0.0,0.0,0.0,1,9oCAJuRBYA,Cable Rope Tricep Extension,BcG8vsIsjc,2019-06-27,fake_id_284
2nw3RC5jeL,24.94761001896019,12.0,0.0,0.0,0.0,3,DZXwp7jgEx,Cable Rope Tricep Extension,ASUyWuHG1c,2019-05-26,fake_id_296
6owWK78QsR,31.75150366049478,10.0,0.0,0.0,0.0,2,Khwmtyphhj,Cable Rope Tricep Extension,d6qQIHJ7tq,2019-04-17,fake_id_284
Sic9LADHUO,45.35929094356398,15.0,0.0,0.0,0.0,2,6g00JLlDGQ,Cable Rope Tricep Extension,RxwFkTTDXw,2019-02-01,fake_id_283
ZKZ9SjTkjE,34.01946820767298,8.0,0.0,0.0,0.0,3,adQqCm3FVN,Romanian Deadlift,BIQgdwrriZ,2019-07-04,fake_id_285
hs95w19m9Z,38.555397302029384,4.0,0.0,0.0,0.0,6,abraHezBtU,Romanian Deadlift,4huxvW5fhq,2019-09-04,fake_id_285
sKHXWSFCRE,29.483539113316585,8.0,0.0,0.0,0.0,1,UFgZZrdOTO,Romanian Deadlift,mR7iMWd6RH,2018-08-27,fake_id_283
2xzYl3BjV1,45.35929094356398,10.0,0.0,0.0,0.0,3,hWlV79Ma4F,Romanian Deadlift,knrKlrMnYq,2018-12-05,fake_id_289
BKb69EfbpA,34.01946820767298,8.0,0.0,0.0,0.0,5,r790CJz4XA,Romanian Deadlift,FfxUNkoczt,2019-07-24,fake_id_285
XKgSouA39L,34.01946820767298,10.0,0.0,0.0,0.0,4,0eL1Ed7Ucg,Romanian Deadlift,9GGhqSCuQV,2019-08-22,fake_id_285
cpDCTiA4FA,9.071858188712797,15.0,0.0,0.0,0.0,2,dwDNTTkCAw,EZ-Bar Curl,ZfJgsaEOo7,2019-04-02,fake_id_286
ZdylCv3dYm,25.0,15.0,0.0,0.0,0.0,2,UAHkJIhFf5,EZ-Bar Curl,nYUPwSTTO9,2019-02-25,fake_id_287
AXWvXQ0n2a,13.607787283069193,5.0,0.0,0.0,0.0,1,ml8maT294m,EZ-Bar Curl,eGQQqSw8JM,2019-03-20,fake_id_284
98AoLA8x5X,36.28743275485118,6.0,0.0,0.0,0.0,4,uttj47p1XN,EZ-Bar Curl,xHsUG4uqfR,2019-02-20,fake_id_295
zCyxvzVZHh,8.0,12.0,0.0,0.0,0.0,3,F7z4W18Yo5,Dumbbell Kickbacks,sotua7tTfY,2018-12-23,fake_id_291
AiXy22woLE,7.937875915123695,6.0,0.0,0.0,0.0,3,4SalZIAts2,Dumbbell Kickbacks,EMlY0sWJuy,2018-11-03,fake_id_291
noF8eGUCt5,0.0,20.0,0.0,0.0,0.0,3,T4V8ls37CY,Crunches,TQFIPXEFte,2018-10-12,fake_id_283
7A1t7FEwS8,15.0,10.0,,,,1,fQkAQt4J9q,Back Squat,mEIJkkqhRy,2017-09-21,fake_id_281
UROX960M0J,15.0,10.0,,,,2,2obF3OB4SQ,Back Squat,rOQGzgxSSe,2017-07-24,fake_id_281
ivz0JsIAPu,30.0,12.0,0.0,0.0,0.0,3,8trJkkCHH9,Back Squat,PaXqRByEfl,2018-04-24,fake_id_291
HIbdQovMrJ,120.0,4.0,0.0,0.0,0.0,6,axJMaYdp5B,Back Squat,EZEmkTan3C,2019-04-16,fake_id_293
EEMk6m4P9l,61.23504277381137,5.0,0.0,0.0,0.0,4,bLRDnqxHSb,Back Squat,bbAt5xw21V,2019-08-01,fake_id_285
1FXXn0IGqB,40.82336184920758,5.0,0.0,0.0,0.0,3,R5TbLWBK9y,Back Squat,3RYeQtTMWU,2019-06-14,fake_id_290
bCoFLODm37,38.555397302029384,5.0,0.0,0.0,0.0,3,01UfnC2FBE,Back Squat,NvTDAx7xEV,2019-03-28,fake_id_285
SveEsKBoib,15.0,10.0,0.0,0.0,0.0,1,EQwM7Y4wST,Back Squat,2lu6mb1Gez,2017-10-17,fake_id_281
3YWQOyc3BA,0.0,9.0,0.0,0.0,0.0,2,2XfE8ZSNr3,Leg Raise,UdDJmAitRW,2019-02-22,fake_id_295
IIFVHcpyBt,0.0,20.0,0.0,0.0,0.0,1,lZMm05owxw,Leg Raise,8rE6GIl97e,2019-03-07,fake_id_290
BccOFZA6Jr,49.89522003792038,6.0,0.0,0.0,0.0,4,yPn5tDw33A,Leg Press,7MASMX6Xiu,2019-03-21,fake_id_285
CKLxz25kiN,70.0,12.0,0.0,0.0,0.0,4,amMY9SioVP,Leg Press,nqxhWHsA2D,2018-05-17,fake_id_291
UcCGfJWme5,200.0,6.0,0.0,0.0,0.0,3,OONegcHJCZ,Leg Press,FgRoFsiwgN,2019-04-03,fake_id_293
BZVQo7n68p,81.64672369841516,15.0,0.0,0.0,0.0,1,omwdvV7KkN,Leg Press,xrJYeSJCbo,2019-02-20,fake_id_283
ViRroXmU1t,27.215574566138386,8.0,0.0,0.0,0.0,1,rgoyNH23sw,Leg Press,7q5lUaPGhf,2019-04-10,fake_id_285
gyuYe2Bw69,47.0,8.0,0.0,0.0,0.0,6,B5Cf8EW5EJ,Cable Row,orCWMxPZfQ,2018-02-26,fake_id_291
9rpCg0iqi8,31.75150366049478,3.0,0.0,0.0,0.0,1,aQbhBiCmHE,Cable Row,ijksFpW8Al,2019-03-06,fake_id_285
9x1h8tWVn7,31.75150366049478,3.0,0.0,0.0,0.0,4,aQbhBiCmHE,Cable Row,ijksFpW8Al,2019-03-06,fake_id_285
udKOU3ZgCB,50.0,12.0,0.0,0.0,0.0,2,MekO9sI5HG,Cable Row,sa8tMWUQJI,2018-03-07,fake_id_285
CGZGDBpEY4,20.41168092460379,10.0,0.0,0.0,0.0,1,zh81vLFx2Q,Dumbbell Tricep Extension,2bt4QdDM3X,2019-02-28,fake_id_283
tlp5YUI0WJ,4.535929094356399,15.0,0.0,0.0,0.0,3,U3RedNIBed,Dumbbell Tricep Extension,qHxKU0EeE8,2019-04-23,fake_id_286
3SFdNxoSKZ,6.8038936415345965,12.0,0.0,0.0,0.0,1,JrkezMvU6R,Dumbbell Tricep Extension,mv1z8037B1,2019-09-03,fake_id_286
3rj12WjGNe,65.0,15.0,0.0,0.0,0.0,1,NG8wmOIkF5,Dumbbell Tricep Extension,TfuEx17G1h,2017-11-09,fake_id_280
zZJXVlx9PG,12.0,12.0,0.0,0.0,0.0,2,gI20sjCyTS,Dumbbell Tricep Extension,gJUcHA7pMs,2018-10-04,fake_id_291
X6DFzkUOOO,6.8038936415345965,15.0,0.0,0.0,0.0,2,wN5iInOF7C,Dumbbell Tricep Extension,w6C7jbpSpz,2019-06-25,fake_id_286
ehrLKE5t7w,3.4019468207672983,8.0,0.0,0.0,0.0,1,6a7tvw2xta,Dumbbell Tricep Extension,D9LyAoGY48,2019-01-24,fake_id_292
5iIpR4pHQy,9.0,15.0,0.0,0.0,0.0,3,zJ4BiWzM4q,Seated Dumbbell Curl,zMhlAtOHXs,2019-08-10,fake_id_291
W3VgO9Kk6o,4.535929094356399,12.0,0.0,0.0,0.0,2,jkexaWLwCZ,Dumbbell Incline Bench Press,ytDLx3oVj1,2018-11-29,fake_id_292
miO9BRFR1W,29.483539113316585,8.0,0.0,0.0,0.0,2,ZjN5aojfp8,Dumbbell Incline Bench Press,LsHFYfjweD,2019-05-22,fake_id_283
GDvLJuPgKB,15.87575183024739,3.0,0.0,0.0,0.0,4,u4bJnb9K6i,Dumbbell Incline Bench Press,WEPhbc2ise,2019-03-13,fake_id_290
jWZCLPCCdT,22.67964547178199,15.0,0.0,0.0,0.0,2,AsMTkxxYzC,Dumbbell Incline Bench Press,DZIoFvUMCC,2019-07-10,fake_id_283
jOCqJibxya,11.339822735890994,8.0,0.0,0.0,0.0,2,UFEs3dah3g,Dumbbell Incline Bench Press,3dQ5jBBtVg,2019-02-26,fake_id_290
4lHgkECNiJ,6.0,6.0,0.0,0.0,0.0,1,rTj0wAayKE,Dumbbell Lunge,szuHkRXDEp,2018-01-29,fake_id_291
O5sCrijK2W,5.669911367945497,10.0,0.0,0.0,0.0,2,wGtUIAtWn8,Dumbbell Shoulder Raise,AIGfPE62ID,2019-04-03,fake_id_284
OTpJuylBvu,4.535929094356399,6.0,0.0,0.0,0.0,3,eLirFGvi5r,Dumbbell Shoulder Raise,9Y0zOxcShz,2019-05-28,fake_id_286
u7ZCHfUw2n,11.339822735890994,6.0,0.0,0.0,0.0,3,dvYFaKskHf,Dumbbell Shoulder Raise,ys8R3Rq7fY,2019-04-30,fake_id_295
ivZXavQVV6,40.0,8.0,0.0,0.0,0.0,4,0SEtBJoHJM,Deadlift,orCWMxPZfQ,2018-02-26,fake_id_291
pO1GtoYPT9,55.0,10.0,0.0,0.0,0.0,3,CJA6l6UitR,Deadlift,4zJr1TkAnb,2017-11-02,fake_id_285
ibSQhwgPcR,34.01946820767298,5.0,0.0,0.0,0.0,4,Ii7Rk46Dc7,Deadlift,ePHKRA45P7,2019-08-28,fake_id_285
GHC0yK3YBj,49.89522003792038,5.0,0.0,0.0,0.0,1,TAtsiJQCfS,Deadlift,wUFB9En44f,2019-01-24,fake_id_290
Lsqr2GKBsC,43.091326396385774,8.0,0.0,0.0,0.0,2,4WKA8r0kMq,Deadlift,e4f5EDAsid,2018-09-19,fake_id_284
o2nwAjYwlh,80.0,5.0,0.0,0.0,0.0,9,wHCyw02Q0w,Deadlift,TBYe0ANDPM,2018-12-13,fake_id_300
eAiqeg4OM9,75.0,5.0,0.0,0.0,0.0,8,i9qFjtjp3G,Deadlift,92Vv8C2MdI,2018-12-06,fake_id_300
LPh4h31RFP,40.0,8.0,0.0,0.0,0.0,4,YnK9O9BKoF,Deadlift,T5H6ZcaVjh,2018-03-03,fake_id_291
zE5OVbfOWs,100.0,3.0,0.0,0.0,0.0,5,4mu371M0jy,Deadlift,vYa45v4NAt,2018-11-15,fake_id_300
ks5bttjGru,52.16318458509857,12.0,0.0,0.0,0.0,2,gd1hVzlnLy,Deadlift,ybN6xqBjB8,2019-04-04,fake_id_299
uerYrv4Dzz,30.0,12.0,0.0,0.0,0.0,3,IXZDX2E70d,Deadlift,FpSt1S4TkZ,2019-05-21,fake_id_291
0qfdcGLK5t,20.0,10.0,,,,2,yitAAxBCAP,Dumbbell Fly,eM0Q31jgLV,2017-05-16,fake_id_282
iie6xOyjGt,4.535929094356399,10.0,0.0,0.0,0.0,3,r7j0ZVzSnB,Dumbbell Fly,iAVs1251il,2019-01-16,fake_id_290
